title,question_fr,proof_fr,widget_fr,widget_en,help_fr,renewable
2.2.12,Avez-vous rédigé et mis en place un plan de développement des compétences du personnel?,copie du plan,L'établissement a mis en place un plan de développement du personnel.,The establishment has put in place a staff development plan.,Il n'est pas simple de garder ses employés. Élaborer un plan de développement du personnel est une manière de fidéliser les bons employés.,x
2.2.13,Le plan de développement des compétences du personnel est-il revu annuellement?,copie du plan avec date de révision,Le plan de développement du personnel de l'établissement est revu annuellement.,The establishment's staff development plan is revised yearly.,"Évidemment, il est préférable de revoir le Plan de développement du personnel périodiquement afin de bien cibler les compétences manquantes et trouver les formateurs adéquats.",x
2.2.14,Encouragez-vous vos employés à faire reconnaitre leurs compétences acquises au fil du temps par l’un des programmes du CQRHT?,,L'établissement encourage ses employés à faire reconnaitre leurs compétences par une autorité reconnue.,The establishment encourages its employees to get their skills acknowledged by a competent authority.,"Faire reconnaitre les formations par une autorité reconnue permet de générer un sentiment d'accomplissement et de fierté chez les employés. Ce sentiment se traduit éventuellement par une meilleure ambiance de travail, des employés fidèles et plus productifs.",
2.2.15,Avez-vous adopté une politique d'accueil et de service à la clientèle incluant des considérations pour les clientèles ayant des contraintes ou des besoins particuliers?,copie de la politique,L'établissement possède une politique de service à la clientèle incluant les clientèles ayant des besoins particuliers.,The establishment has a customer service policy that covers clients with special needs.,Adopter une politique de service à la clientèle est primordial pour un établissement. Cette politique doit inclure les clientèles ayant des besoins spécifiques afin de rendre l'établissement accessible à tous et toutes. Cela répond au principe d'équité des chances et d'accessibilité universelle aux services.,x
2.2.16,Mettez-vous à la disposition de vos clients une politique de gestion des plaintes et des procédures afin de commenter le service rendu par le personnel de l’hôtel?,copie de la politique et photo du lieu de diffusion,L'établissement met à la disposition des clients une procédure pour faire ses commentaires sur le service reçu.,The establishment puts in place a procedure that allows the customers to comment on the services they received.,"Il est important de recevoir les commentaires de la clientèle afin d'améliorer le service offert. Un client insatisfait qui a été entendu et répondu a plus de chances de revenir, ne serait-ce que pour voir si son commentaire a été pris en considération.",x
2.2.17,Offrez-vous de tenir des évènements écoresponsables et/ou zéro-carbone et/ou zéro-déchet?,document présentant l'offre de service écoresponsable,L'établissement offre la tenue d'évènements réduisant les déchets et limitant l'impact des gaz à effets de serre.,The establishment offers to hold events that reduce waste materials and limit the impacts of greenhouse gas.,"En offrant de tenir des évènements écoresponsables, l'établissement contribue à sensibiliser les individus aux bonnes pratiques de développement durable. Un client en congrès consomme beaucoup plus d'eau et produit plus de déchets que s'il était chez lui. Ces impacts doivent être diminués le plus possible et l'organisation d'évènements responsables fait partie des solutions.",x
2.2.2,"Avez-vous adopté un code d'éthique, signé par les employés, intégrant les éléments suivants : discrimination, protection de la vie privée des employés, intégrité des affaires, faveur indue et communication d'informations?",copie du code d'éthique,L'établissement a adopté un code d'éthique.,The establishment has adopted a code of ethics.,Adopter un code d'éthique permet notamment de rendre plus sain les rapports entre les employés et entre les cadres/superviseurs et les employés. Le code d'éthique décrit de manière très claire les règles de conduite que les individus doivent respecter dans le milieu de travail.,x
2.2.3,Collectez-vous de manière confidentielle les commentaires des employés sur les actions en développement durable de votre organisation au moins une fois par an?,document expliquant le processus et preuves des commentaires,L'établissement collecte les commentaires des employés sur les actions en développement durable.,The establishment collects employee’s commentaries on sustainable development actions.,"Dans une démarche de développement durable, il est pertinent de demander l'avis des individus qui y participent. Périodiquement ou en continu, l'établissement devrait consulter de manière confidentielle ses employés quant aux actions qui sont posées. Cette manière de fonctionner permet d'aller chercher les suggestions des employés. Il est important cependant, sans accepter toutes les suggestions, de donner des suites aux suggestions qui ont été faites.",x
2.2.4,Informez-vous le personnel des réalisations en développement durable de l'établissement au moins une fois par année?,outils de communication,L'établissement informe les employés des réalisations en développement durable au moins une fois par année.,The establishment informs the employees about sustainable development realisations at least once a year.,"L'établissement se doit d'informer les employés de l'avancement des actions en développement durable. Une particularité, les employés, sans mettre de côté les éléments stratégiques, sont généralement plus intéressés par ce qui les touche au quotidien. Il est donc pertinent de démontrer les impacts des actions qui sont réalisées et qui ont une incidence sur l'environnement et les habitudes de travail.",x
2.2.5,"Embauchez-vous des personnes avec peu ou pas d'expérience ayant une formation pertinente, pour au moins une saison?",,L'établissement engage des personnes avec peu ou pas d'expérience pour au moins une saison.,The establishment hires people with little or no work experience for at least one season.,Engager des personnes qui ont peu ou pas d'expérience permet de favoriser le développement personnel et l'employabilité des individus jeunes ou vieux. L'établissement participe ainsi au développement social de la société.,
2.2.6,Embauchez-vous des personnes ayant une capacité physique ou mentale restreinte?,,L'établissement engage des personnes ayant des capacités physique ou mentale restreintes.,The establishment hires people with limited physical or mental capacities.,"Engager des personnes qui ont une capacité physique ou mentale restreinte permet de favoriser le développement personnel, l'employabilité et l'intégration sociale des individus. L'établissement participe ainsi au développement social de la société.",
2.2.7,Avez-vous rédigé et mis en place une politique de gestion des ressources humaines de l'établissement?,copie de la politique,L'établissement a une politique de gestion des ressources humaines.,The establishment has adopted a human ressources policy.,"Pour un établissement de format suffisamment important, il est nécessaire de formaliser certaines pratiques notamment en adoptant des politiques. Une politique de ressources humaines permet de communiquer les valeurs et les attentes de l'établissement, concernant la façon de faire les choses dans votre organisation, de respecter la législation et assurer une protection contre les plaintes du personnel, de soutenir le traitement uniforme du personnel, l’équité et la transparence tout en protégeant l'établissement et les employés aux pressions dues à l'opportunisme.",x
2.2.8,Avez-vous rédigé et mis en place une procédure permettant de respecter l'intégrité physique des employés lors de tâches physiquement intenses?,copie de la procédure,L'établissement possède des procédures permettant de respecter l'intégrité physique des employés.,The establishment enforces procedures to guarantee the physical integrity of the employees.,Le respect de l'intégrité physique des employés permet de réduire les accidents et les évènements négatifs qui peuvent se produire dans certaines situations de travail plus à risque. Ces procédures permettent de s'assurer aussi de la bonne répartition du travail.,x
2.2.9,"Avez-vous rédigé et mis en place un plan de gestion des risques pour les activités exposant la clientèle ou le personnel (sources électriques et d'énergie, feu, véhicules, chutes, matières dangereuses)?",copie du plan,L'établissement possède un plan de gestion des risques pour certaines activités s'adressant aux employés ou à la clientèle.,The establishment as a risk management plan for certain activities involving the employees or the clientele.,"Dans certaines situations notamment lors de rénovations, de constructions ou d'entretien, il peut se présenter des situations exposant les employés ou la clientèle à des risques inutiles. Il est important de déterminer quelles sont ces situations et d'établir un plan de gestion des risques qui permet de les réduire considérablement.",x
3.1.1,Avez-vous obtenu une attestation de performance du programme de reconnaissance ICI on recycle! de Recyc-Québec?,photo de l'attestation,L'établissement a obtenu (ou augmenté de niveau) l'attestation «ICI on Recycle!» pour sa bonne gestion des matières résiduelles.,The establishment has received the attestation ''ICI on Recycle!'' for its sound management of residual waste.,"Le programme «ICI on recycle!» de Recyc-Québec permet d'améliorer la gestion des matières résiduelles de manière simple et en appliquant les principes d'amélioration continue. L'attestation permet aussi de communiquer facilement et sécuritairement sur ses résultats. Pour plus d'informations, consulter le site de Recyc-Québec: (www.recyc-quebec.gouv.qc.ca)",x
3.1.10,"Votre gestion de la santé des employés est-elle certifiée BNQ 9700-800 — Prévention, promotion et pratiques organisationnelles favorables à la santé en milieu de travail?",copie du certificat,"L'établissement a certifié sa gestion des ressources humaines selon la norme BNQ 9700-800 — Prévention, promotion et pratiques organisationnelles favorables à la santé en milieu de travail.",The establishment enforces a sustainable development management system based on a recognised universal set (BNQ 21000 or ISO 26000).,"Les études le démontrent, un employé en santé est plus productif. Il est moins souvent absent et ne fait pas de présentéisme (présence inefficace au travail). Afin de formaliser les bonnes pratiques de promotion de la santé en milieu de travail, une norme québécoise a été élaborée. Cette norme est notamment utilisée par l'ensemble du ministère de la Santé du gouvernement québécois. La norme encadre les pratiques de gestion relatives à la promotion de la santé et la prévention de la maladie. Pour plus d'information, consulter le site: (www.groupeentreprisesensante.com). Le Groupe entreprises en santé est responsable de la promotion des bonnes pratiques et de la norme. De plus, la norme est gratuite sur le site du Bureau de normalisation du Québec (www.bnq.qc.ca).",x
3.1.11,"Votre gestion de la santé psychologique est-elle certifiée BNQ 9700-803 — Santé et sécurité psychologiques en milieu de travail — Prévention, promotion et lignes directrices pour une mise en oeuvre par étapes?",copie du certificat,L'établissement a certifié sa gestion des ressources humaines selon la norme BNQ 9700-803 — Santé et sécurité psychologiques en milieu de travail.,The establishment has certified its human resources management according to BNQ standard 9700-803- Psychological health and safety in the work place,"Les études le démontrent, un employé en santé est plus productif et cela inclut la santé psychologique. Il est moins souvent absent et ne fait pas de présentéisme (présence inefficace au travail). Afin de formaliser les bonnes pratiques de santé psychologique en milieu de travail, une norme québécoise a été élaborée. Pour plus d'information, consulter le site: (www.groupeentreprisesensanté.com)",x
3.1.12,Votre gestion de la conciliation travail-famille est-elle certifiée BNQ 9700-820 — Conciliation travail-famille?,copie du certificat,L'établissement a certifié sa gestion des ressources humaines selon la norme BNQ 9700-820 — Conciliation travail-famille.,The establishment has certified its human resources management according to BNQ standard 9700-820- reconciliation of work and family life.,"Tous les parents qui travaillent le savent : les responsabilités professionnelles et familiales ne sont pas toujours facilement conciliables. Comme le font ressortir les enquêtes et les études sur la question, les parents, les mères surtout, se disent constamment pressés par le temps, alors qu'ils tentent de tout concilier. La certification officialise l'engagement de la direction dans une meilleure gestion et une prise en compte des nouvelles réalités. Elle permet notamment d'attirer les meilleurs employés candidats dans l'établissement. Source: (www.mfa.gouv.qc.ca/fr/Famille/travail-famille/Citoyens/Pages/index.aspx)",x
3.1.13,Offrez-vous de tenir des évènements écoresponsables classés selon la norme BNQ 9700-253 ou suivant la norme ISO 20121?,copie de l'offre de service écoresponsable,L'établissement propose la tenue d'évènements classés selon la norme BNQ 9700-253 ou suivant la norme ISO 20121 concernant la gestion responsable d'évènements.,The establishment offers to hold events classified according to BNQ 9700-253 standard or the ISO 20121 standard.,"Les normes nationales et internationales permettent de formaliser les meilleures pratiques. L'établissement qui offre de tenir des évènements classés selon ces normes favorise la reconnaissance des meilleures pratiques, mais aussi augmente la portée de son influence auprès des participants en démontrant son exemplarité. Pour plus d'information, consulter les sites (www.evenementecoresponsable.com ou http://www.iso.org/iso/fr/news.htm?refid=Ref159)",x
3.1.2,Avez-vous augmenté le niveau de performance de votre attestation du programme de reconnaissance ICI on recycle! de Recyc-Québec?,photo de l'attestation,L'établissement a augmenté son niveau de l'attestation «ICI on Recycle!» pour sa bonne gestion des matières résiduelles.,The establishment has upgraded the attestation ''ICI on Recycle!'' for its sound management of residual waste.,"L'attestation ICI on recycle! de Recyc-Québec permet l'amélioration continue, aussi, l'établissement devrait pouvoir augmenter périodiquement son niveau de performance. Pour plus d'informations, consulter le site de Recyc-Québec : (www.recyc-quebec.gouv.qc.ca)",x
3.1.3,Suivez-vous la certification LEED-NC pour vos projets de construction (sans la certification)?,Liste des exigences de la certification LEED qui ont été prises en compte lors de la construction.,"Lors d'une nouvelle construction, l'établissement suit les exigences de la certification LEED sur les pratiques durables de construction.",When building a new venue the establishment follows the LEED'S certification requirements for sustainable building practices.,Les certifications environnementales sont des sources de bonnes pratiques dans l'industrie. Il est tout à fait approprié de suivre les exigences qui sont demandées dans la certification sans nécessairement aller chercher le certificat officiel.,
3.1.4,Est-ce que votre bâtiment est certifié LEED-EB (Leadership in Energy and Environmental Design-Existing building)?,copie du certificat,"Lors de rénovations importantes, l'établissement suit les exigences de la certification LEED sur les pratiques durables de construction.","For major renovations, the establishment follows the LEED'S certification requirements for sustainable building practices.","Les certifications environnementales sont des sources de bonnes pratiques dans l'industrie. Suivre ces exigences permet de diminuer les couts à moyen terme, d'augmenter considérablement la valeur de l'immobilier et de construire des environnements de travail et de vie qui sont mieux faits et moins dommageables pour la santé. Pour plus d'informations sur la certification LEED, consulter la section québécoise du site du Conseil canadien du bâtiment durable: (www.batimentdurable.ca)",
3.1.5,Construisez-vous des bâtiments certifiés LEED-NC (Leadership in Energy and Environmental Design-New Construction)?,copie du certificat,"Lors de nouvelles constructions, l'établissement choisi de les certifier LEED sur les pratiques durables de construction.","When building new venues, the establishment opts for a LEED certification on sustainable building practices.","Les certifications environnementales sont des sources de bonnes pratiques dans l'industrie. Suivre ces exigences permet de diminuer les couts à moyen terme, d'augmenter considérablement la valeur de l'immobilier et de construire des environnements de travail et de vie qui sont mieux faits et moins dommageables pour la santé. Pour plus d'informations sur la certification LEED, consulter la section québécoise du site du Conseil canadien du bâtiment durable: (www.batimentdurable.ca)",
3.1.6,Avez-vous implanté un système reconnu de gestion du développement durable (BNQ 21000 ou ISO 26000)?,copie du plan d'action selon les enjeux BNQ 21000 ou ISO 26000,L'établissement a implanté un système de gestion de développement durable basé sur un référentiel reconnu (BNQ 21000 ou ISO 26000).,The establishment enforces a sustainable development management system based on a recognised universal set (BNQ 21000 or ISO 26000).,"Implanter un système de gestion de développement durable permet de formaliser les actions et l'ensemble de la démarche de développement durable de l'établissement. En plus d'avoir accès aux meilleures pratiques dans le domaine, cela permet de se fier au cheminement suggéré par un comité d'expert du domaine. Que ce soit selon la norme BNQ 21000 élaborée particulièrement pour le Québec ou selon l'ISO 26000, rédigée par un comité international, l'important est de suivre les référentiels reconnus et acceptés par les experts en développement durable. Pour plus d'informations, consulter le site: (www.bnq21000.qc.ca) ou (http://www.iso.org/iso/fr/home/standards/iso26000.htm?=)",x
3.1.7,Votre gestion environnementale est-elle basée sur les exigences de l'ISO 14 001?,"copie du plan d'action basé sur les exigences de l,ISO 14 001",L'établissement a certifié sa gestion environnementale selon la norme ISO 14 001.,The establishment has certified its environmental management according to ISO 14 001 standard.,"La certification ISO 14 001 est une certification qui permet de gérer les impacts et aspects environnementaux de l'établissement. La certification est adaptée à tous les types d'organisations, quel que soit leur format. Il est donc possible pour un établissement d'aller se certifier pour ses bonnes pratiques environnementales. Pour plus d'informations, consulter le site de l'Organisation internationale de normalisation (ISO) : (www.iso.org/iso/fr/iso14000).",x
3.1.8,Votre gestion de l’énergie du bâtiment est-elle certifiée Boma?,copie du certificat,L'établissement a certifié sa gestion de l'énergie selon la norme BOMA BESt.,The establishment has modified its energy management according to BOMA BESt standard.,"BOMA BESt (Building Environmental Standards) est un programme national lancé en 2005 par BOMA Canada pour satisfaire aux besoins de l’industrie en matière de normes réalistes concernant la performance énergétique et environnementale des immeubles existants en se basant sur des informations exactes et vérifiées de façon indépendante. Pour plus d'informations, consulter le site: (www.bomabest.com).",x
4.1.1,Choisissez-vous des fournisseurs qui récupèrent leurs emballages de livraisons pour les réemployer (incluant les palettes de bois)?,liste des fournisseurs responsables,L'établissement choisit des fournisseurs qui réemploient leurs emballages.,The establishment chooses providers who reuse their packaging.,"Outre le fait d'être responsable de ses propres décisions et activités, un établissement peut, dans certaines situations, avoir la capacité d'influencer le comportement des organisations/parties avec lesquelles elle a des relations, dont ses fournisseurs. Ces situations sont considérées comme faisant partie de la sphère d'influence d'une organisation. Ainsi, de demander à ses fournisseurs de réemployer leurs emballages permet d'augmenter l'influence positive de l'établissement dans la société. L'ensemble des demandes aux fournisseurs peuvent être intégrées dans les appels d'offres, les contrats ou plus simplement dans un code de conduite à la destination de l'ensemble des fournisseurs d'un établissement.",x
4.1.2,Avez-vous choisi des fournisseurs qui ont adopté et communiqué une politique de développement durable?,liste des fournisseurs responsables,L'établissement choisit des fournisseurs qui possèdent une politique de développement durable.,The establishment chooses providers who have a sustainable development policy.,"Outre le fait d'être responsable de ses propres décisions et activités, un établissement peut, dans certaines situations, avoir la capacité d'influencer le comportement des organisations/parties avec lesquelles elle a des relations, dont ses fournisseurs. Ces situations sont considérées comme faisant partie de la sphère d'influence d'une organisation. Ainsi, de demander à ses fournisseurs de réemployer leurs emballages permet d'augmenter l'influence positive de l'établissement dans la société. L'ensemble des demandes aux fournisseurs peut être intégré dans les appels d'offres, les contrats ou plus simplement dans un code de conduite à la destination de l'ensemble des fournisseurs d'un établissement.",x
4.1.3,Avez-vous adopté et diffusé un cahier de charge de développement durable pour vos fournisseurs?,copie du cahier de charge,L'établissement a adopté un cahier des charges en développement durable pour ses fournisseurs.,The establishment has adopted a sustainable development book of specifications for its providers.,"Outre le fait d'être responsable de ses propres décisions et activités, un établissement peut, dans certaines situations, avoir la capacité d'influencer le comportement des organisations/parties avec lesquelles elle a des relations, dont ses fournisseurs. Ces situations sont considérées comme faisant partie de la sphère d'influence d'une organisation. Lorsque l'ensemble des demandes aux fournisseurs est intégré dans un code de conduite à la destination de l'ensemble des fournisseurs d'un établissement, cela permet de clarifier les exigences et de formaliser le processus. Il est souhaitable de prévenir les fournisseurs de la mise en place éventuelle d'un code de conduite qui leur est destiné. De plus, il est préférable de consulter ces fournisseurs sur le contenu du code de conduite. Ainsi, les fournisseurs auront été entendus, leur opinion aura été considérée et ils seront plus enclins à intégrer les différentes demandes de l'établissement.",x
4.1.4,Avez-vous choisi des fournisseurs qui ont implanté un système reconnu de gestion du développement durable (BNQ 21000)?,liste des fournisseurs qui utilisent BNQ 21000,L'établissement choisis des fournisseurs qui ont implanté une gestion du développement durable.,The establishment chooses providers who implement sustainable development management.,"Outre le fait d'être responsable de ses propres décisions et activités, un établissement peut, dans certaines situations, avoir la capacité d'influencer le comportement des organisations/parties avec lesquelles elle a des relations, dont ses fournisseurs. Ces situations sont considérées comme faisant partie de la sphère d'influence d'une organisation. Ainsi, de demander à ses fournisseurs d'adopter une gestion de développement durable permet d'augmenter l'influence positive de l'établissement dans la société. L'ensemble des demandes aux fournisseurs peut être intégré dans les appels d'offres, les contrats ou plus simplement dans un code de conduite à la destination de l'ensemble des fournisseurs d'un établissement.",x
4.1.5,Avez-vous choisi des fournisseurs qui ont implanté un système reconnu de gestion environnementale (ISO 14 001)?,liste des fournisseurs certifiés,L'établissement a choisi des fournisseurs qui ont une gestion environnementale certifiée ISO 14 001.,The establisement has chosen providers who have an environemental management certified IS0 14 001.,"Outre le fait d'être responsable de ses propres décisions et activités, un établissement peut, dans certaines situations, avoir la capacité d'influencer le comportement des organisations/parties avec lesquelles elle a des relations, dont ses fournisseurs. Ces situations sont considérées comme faisant partie de la sphère d'influence d'une organisation. Ainsi, de demander à ses fournisseurs d'adopter une gestion environnementale certifiée ISO 14 001 permet d'augmenter l'influence positive de l'établissement dans la société. L'ensemble des demandes aux fournisseurs peut être intégré dans les appels d'offres, les contrats ou plus simplement dans un code de conduite à la destination de l'ensemble des fournisseurs d'un établissement.",x
4.1.6,Avez-vous choisi des fournisseurs qui ont implanté un système reconnu de gestion de l’énergie (BOMA BESt)?,liste des fournisseurs certifiés,L'établissement a choisi des fournisseurs qui ont implanté un système énergétique certifié BOMA BESt.,The establishment has chosen providers who have implemented an energy system certified BOMA BESt.,"Outre le fait d'être responsable de ses propres décisions et activités, un établissement peut, dans certaines situations, avoir la capacité d'influencer le comportement des organisations/parties avec lesquelles elle a des relations, dont ses fournisseurs. Ces situations sont considérées comme faisant partie de la sphère d'influence d'une organisation. Ainsi, de demander à ses fournisseurs d'adopter une gestion énergétique reconnue comme BOMA BESt permet d'augmenter l'influence positive de l'établissement dans la société. L'ensemble des demandes aux fournisseurs peut être intégré dans les appels d'offres, les contrats ou plus simplement dans un code de conduite à la destination de l'ensemble des fournisseurs d'un établissement.",x
4.1.8,Avez-vous choisi des fournisseurs qui ont implanté un système reconnu de gestion des matières résiduelles (ICI on recycle)?,liste des fournisseurs qui ont reçu l'attestation,L'établissement a choisis des fournisseurs qui ont implanté une gestion de leurs matières résiduelles attestée «ICI on Recycle!».,The establishment has chosen providers who implement a residual waste management with the attestation '' ICI on Recycle''.,"Outre le fait d'être responsable de ses propres décisions et activités, un établissement peut, dans certaines situations, avoir la capacité d'influencer le comportement des organisations/parties avec lesquelles elle a des relations, dont ses fournisseurs. Ces situations sont considérées comme faisant partie de la sphère d'influence d'une organisation. Ainsi, de demander à ses fournisseurs d'adopter une gestion des matières résiduelles reconnue par un programme comme «ICI on recycle!» permet d'augmenter l'influence positive de l'établissement dans la société. L'ensemble des demandes aux fournisseurs peut être intégré dans les appels d'offres, les contrats ou plus simplement dans un code de conduite à la destination de l'ensemble des fournisseurs d'un établissement.",x
5.1.1,"Avez-vous développé et formalisé par écrit des partenariats (échange ou mise en commun de biens, de services) avec des organismes de bienfaisance?",copie des ententes,L'établissement a formalisé des partenariats avec des organismes locaux de bienfaisance.,The establishment has formalized partnerships with local charity organizations.,"Outre le fait d'être responsable de ses propres décisions et activités, un établissement peut, dans certaines situations, avoir la capacité d'influencer et d'améliorer le comportement des organisations/parties avec lesquelles elle a des relations. Ces situations sont considérées comme faisant partie de la sphère d'influence d'une organisation. Ainsi, d'établir et de formaliser des partenariats avec des organismes locaux de bienfaisance permet de répartir équitablement les ressources et d'assurer ces organismes de l'arrivée périodique de denrées (nourritures, matériaux, meubles ou autres) qui lui sont essentielles et qu'il pourra redistribuer aux personnes dans le besoin.",x
5.1.2,"Donnez-vous ponctuellement à un organisme de bienfaisance, le mobilier, la literie ou les uniformes qui ne rencontrent plus le standard de l’hôtel, mais sont encore propres à l’usage?",reçus de l'organisme,"L'établissement donne ponctuellement le mobilier, la literie ou autres matières encore propres à l'usage à un organisme local","The establishment regularly donates furniture, bedding or other materials still suitable for use to a local organization.","Outre le fait d'être responsable de ses propres décisions et activités, un établissement peut, dans certaines situations, avoir la capacité d'influencer et d'améliorer le comportement des organisations/parties avec lesquelles elle a des relations. Ces situations sont considérées comme faisant partie de la sphère d'influence d'une organisation. Le don ponctuel est la première étape vers la formalisation d'un partenariat.",x
5.1.3,Avez-vous mis en place un espace de vente de produits locaux?,photo du lieu,L'établissement a mis en place un espace de vente de produits locaux.,The establish offers a space for the sale of local products.,"Outre le fait d'être responsable de ses propres décisions et activités, un établissement peut, dans certaines situations, avoir la capacité d'influencer et d'améliorer le comportement des organisations/parties avec lesquelles elle a des relations. Ces situations sont considérées comme faisant partie de la sphère d'influence d'une organisation. La vente de produits locaux favorise l'entrepreneuriat local et met en valeur les talents de la population. Cela permet notamment à l'établissement d'avoir une meilleure relation avec la communauté.",x
5.1.4,Remettez-vous à un organisme qui vient en aide aux démunis le reste des savons d’hygiène personnelle afin qu’ils soient réutilisés?,reçus de l'organisme,L'établissement remet les produits d'hygiène personnelle non utilisés à un organisme d'aide aux démunis,The establishment donates unused personal hygiene products to an organization for the less fortunate.,"Outre le fait d'être responsable de ses propres décisions et activités, un établissement peut, dans certaines situations, avoir la capacité d'influencer et d'améliorer le comportement des organisations/parties avec lesquelles elle a des relations. Ces situations sont considérées comme faisant partie de la sphère d'influence d'une organisation. Le don ponctuel est la première étape vers la formalisation d'un partenariat.",x
5.1.5,Remettez-vous à un organisme qui vient en aide aux démunis les aliments préparés et non utilisés?,reçus de l'organisme,L'établissement remet les aliments préparés et non utilisés à un organisme d'aide aux démunis.,The establishment donates prepared but unused food to a local organization for the less fortunate.,"Outre le fait d'être responsable de ses propres décisions et activités, un établissement peut, dans certaines situations, avoir la capacité d'influencer et d'améliorer le comportement des organisations/parties avec lesquelles elle a des relations. Ces situations sont considérées comme faisant partie de la sphère d'influence d'une organisation. Le don ponctuel est la première étape vers la formalisation d'un partenariat.",x
5.1.6,Mettez-vous en valeur les modalités de transport actif de la région?,outils de communication utilisés,L'établissement met en valeur les modalités de transport actif de la région.,The establishment promotes the regional active transportation.,"Outre le fait d'être responsable de ses propres décisions et activités, un établissement peut, dans certaines situations, avoir la capacité d'influencer et d'améliorer le comportement des organisations/parties avec lesquelles elle a des relations. Ces situations sont considérées comme faisant partie de la sphère d'influence d'une organisation. La mise en valeur du transport actif permet de faire visiter les endroits touristiques d'une manière plus écologiques, diminue le trafic automobile et le sur achalandage des stationnements des sites touristiques.",x
6.1.1,Utilisez-vous des produits de nettoyage qui éliminent les germes pour éviter propagation des maladies?,photo des produits,L'établissement utilise des produits de nettoyage qui évitent la propagation de maladies.,The establishment uses cleaning products that help avoid the spread of diseases.,L'utilisation de produits de nettoyage adéquats prévient la prolifération de bactéries et permet de garder les employés et la clientèle en meilleure santé.,x
6.1.2,Avez-vous adopté une procédure de nettoyage lors d’éclosion de maladies infectieuses?,copie de la procédure,L'établissement possède une procédure de nettoyage lors de l'éclosion de maladies,the establishment has a cleaning procedure in case of an outbreak of diseases.,Formaliser les procédures permettant de réagir adéquatement lorsqu'il y a une éclosion de maladies infectieuses ou de parasites permet de réduire les risques liés à ces maladies.,x
6.1.3,Utilisez-vous des pièces de tissu lavables pour le nettoyage?,photo des pièces de tissu,L'établissement utilise des tissus lavables pour le nettoyage.,The establishment uses washable cloth for cleaning.,Les tissus lavables utilisent moins d'eau et de matières pour les produire et les entretenir que les linges jetables tout en étant moins couteux.,x
6.1.4,Utilisez-vous des produits de nettoyage certifiés Écologo?,photo des produits avec le Écologo,L'établissement utilise des produits de nettoyage à moindre impact environnemental certifiés ÉCOLOGO.,The establishment uses low environmental impact cleaning products certified ECOLOGO.,"Utiliser des produits certifiés ÉCOLOGO favorise la diminution des impacts environnementaux de la fabrication. Certains produits québécois sont aussi certifiés ÉCOLOGO. Pour plus d'informations, consulter le site www.ecologo.org",x
6.1.5,Utilisez-vous des produits de nettoyage à base de bactéries?,spécification des produits,L'établissement utilise des produits de nettoyage à base de bactéries.,The establishment uses bacteria-based cleaning products (chemically green).,L'utilisation de produits de nettoyage adéquats prévient la prolifération de bactéries et permet de garder les employés et la clientèle en meilleure santé.,x
6.1.6,Utilisez-vous des produits de nettoyage à base de peroxyde d’hydrogène?,spécification des produits,L'établissement utilise des produits de nettoyages à base de peroxyde d'hydrogène.,The establishment uses hydrogen peroxide based cleaning products.,L'utilisation de produits de nettoyage adéquats prévient la prolifération de bactéries et permet de garder les employés et la clientèle en meilleure santé.,x
6.1.7,Utilisez-vous des produits de nettoyage concentrés devant être dilués?,procédure de dilution ou photo des produits,L'établissement utilise des produits de nettoyages concentrés qui doivent être dilués avant d'être utilisés.,The establishment uses concentrated cleaning products that can be diluted.,Utiliser des produits concentrés à diluer lors de l'utilisation réduit les emballages et économise sur le cout financier et environnemental du transport des matières.,x
6.2.1,Vérifiez-vous régulièrement l’isolation (coupe-froids et calfeutrage) des portes et fenêtres?,procédure d'entretien ou copie du diagnostic,L'établissement vérifie régulièrement l'isolation des portes et fenêtres.,The establishment regularly checks windows and doors' insulation.,Effectuer la vérification de l'isolation des portes et des fenêtres est l'étape la plus facile dans le diagnostic d'efficacité énergétique. Cette vérification permet de détecter les fuites et les entrées d'air non désirées.,x
6.2.2,Avez-vous installé un gestionnaire d'énergie centralisé spécialisé pour les hôtels / motels?,facture de l'acquisition du gestionnaire d'énergie ou photo et description du système,L'établissement a installé un gestionnaire d'énergie spécialisé pour les établissements d'hébergement.,The establishment has installed an energy-managing device specialised for lodging establishments.,Plusieurs types de systèmes spécialisés sont disponibles pour vous aider à bien gérer l'énergie de votre établissement. Ils permettent de contrôler notamment le chauffage dans les chambres et les aires communes ainsi que les cycles de dégivrage des climatiseurs tout en vous tenant informés de la performance énergétique des bâtiments.,x
6.2.3,Avez-vous ajusté la température du chauffe-eau à 60 °C?,photo du rhéostat,L'établissement a ajusté la température du chauffe-eau à 60 °C.,The establishment has set the water-heater's temperature to 60 °C.,"À 60 °C, la température de l'eau est suffisamment chaude sans se bruler. En baissant de quelques degrés la température du chauffe-eau, de grandes économies sont possibles.",x
6.2.4,Avez-vous fait réaliser dans les deux dernières années un diagnostic énergétique pour l'établissement?,copie du rapport daté,L'établissement réalise périodiquement des diagnostics pour vérifier l'efficacité énergétique des bâtiments.,The establishment regularly realises diagnosis to evaluate the energy efficiency of the buildings.,"Réaliser périodiquement (et idéalement à des saisons différentes) un diagnostic énergétique pour l'établissement permet de garder le contrôle sur les dépenses énergétiques de l,établissement, d'identifier les fuites ou les problèmes qui pourraient survenir et de les corriger rapidement.",x
